DATETIME,RAIN_DAILY(mm),TEMP(C),RH(%)
2024-12-01 11:15:00,0.0,28.7,52
2024-12-01 11:30:00,0.0,28.5,53
2024-12-01 11:45:00,0.0,28.2,51
2024-12-01 12:00:00,0.0,27.8,56
2024-12-01 12:15:00,0.0,27.3,62
2024-12-01 12:30:00,0.0,26.8,71
2024-12-01 12:45:00,0.0,26.1,66
2024-12-01 13:00:00,0.0,25.9,68
2024-12-01 13:15:00,0.0,25.6,68
2024-12-01 13:30:00,0.0,25.2,67
2024-12-01 13:45:00,0.0,25.0,68
2024-12-01 14:00:00,0.0,24.8,69
2024-12-01 14:15:00,0.0,24.2,72
2024-12-01 14:30:00,0.0,24.0,73
2024-12-01 14:45:00,0.0,24.1,73
2024-12-01 15:00:00,0.0,23.8,74
2024-12-01 15:15:00,0.0,23.5,75
2024-12-01 15:30:00,0.0,23.1,78
2024-12-01 15:45:00,0.0,22.7,79
2024-12-01 16:00:00,0.0,22.5,81
2024-12-01 16:15:00,0.0,22.2,83
2024-12-01 16:30:00,0.0,22.0,79
2024-12-01 16:45:00,0.0,22.3,80
2024-12-01 17:00:00,0.0,22.5,80
2024-12-01 17:15:00,0.0,22.8,79
2024-12-01 17:30:00,0.0,23.3,76
2024-12-01 17:45:00,0.0,23.8,75
2024-12-01 18:00:00,0.0,23.7,75
2024-12-01 18:15:00,0.0,23.1,77
2024-12-01 18:30:00,0.0,22.7,78
2024-12-01 19:00:00,0.0,22.5,76
2024-12-01 19:15:00,0.0,22.3,76
2024-12-01 19:30:00,0.0,22.3,77
2024-12-01 19:45:00,0.0,22.5,71
2024-12-01 20:00:00,0.0,22.7,74
2024-12-01 20:15:00,0.0,22.5,70
2024-12-01 20:30:00,0.0,22.2,81
2024-12-01 20:45:00,0.0,21.6,72
2024-12-01 21:00:00,0.0,21.2,77
2024-12-01 21:15:00,0.0,21.2,83
2024-12-01 21:30:00,0.0,21.2,83
2024-12-01 21:45:00,0.0,21.4,89
2024-12-01 22:00:00,0.0,21.4,89
2024-12-01 22:15:00,0.0,21.7,87
2024-12-01 22:30:00,0.0,22.0,73
2024-12-01 22:45:00,0.0,22.3,75
2024-12-01 23:00:00,0.0,22.3,81
2024-12-01 23:15:00,0.0,22.7,82
2024-12-01 23:30:00,0.0,22.7,74
2024-12-01 23:45:00,0.0,22.3,78
2024-12-02 00:00:00,0.0,22.0,82
2024-12-02 00:15:00,0.0,21.7,85
2024-12-02 00:30:00,0.0,21.7,82
2024-12-02 00:45:00,0.0,21.7,81
2024-12-02 01:00:00,0.0,21.7,84
2024-12-02 01:15:00,0.0,21.9,88
2024-12-02 01:30:00,0.0,22.0,82
2024-12-02 01:45:00,0.0,22.5,78
2024-12-02 02:00:00,0.0,22.7,73
2024-12-02 02:30:00,0.0,23.1,79
2024-12-02 02:45:00,0.0,23.3,78
2024-12-02 03:00:00,0.0,24.0,74
2024-12-02 03:15:00,0.0,24.9,70
2024-12-02 03:30:00,0.0,24.2,73
2024-12-02 03:45:00,0.0,24.2,73
2024-12-02 04:00:00,0.0,25.0,70
2024-12-02 04:15:00,0.0,25.9,67
2024-12-02 04:30:00,0.0,26.6,68
2024-12-02 04:45:00,0.0,26.9,67
2024-12-02 05:30:00,0.0,27.3,64
2024-12-02 06:00:00,0.0,27.9,63
2024-12-02 06:15:00,0.0,28.8,61
2024-12-02 06:30:00,0.0,29.0,61
2024-12-02 06:45:00,0.0,29.9,53
2024-12-02 07:00:00,0.0,29.8,55
2024-12-02 07:15:00,0.0,30.2,55
2024-12-02 07:30:00,0.0,30.2,58
2024-12-02 07:45:00,0.0,29.9,58
2024-12-02 08:00:00,0.0,29.9,55
2024-12-02 08:15:00,0.0,30.4,57
2024-12-02 08:30:00,0.0,30.2,56
2024-12-02 08:45:00,0.0,30.0,57
2024-12-02 09:00:00,0.0,29.8,56
2024-12-02 09:15:00,0.0,30.7,54
2024-12-02 09:30:00,0.0,30.4,54
2024-12-02 09:45:00,0.0,30.6,54
2024-12-02 10:00:00,0.0,30.3,56
2024-12-02 10:15:00,0.0,30.0,57
2024-12-02 10:30:00,0.0,30.2,54
2024-12-02 10:45:00,0.0,29.6,57
2024-12-02 11:00:00,0.0,29.3,58
2024-12-02 11:15:00,0.0,29.3,58
2024-12-02 11:30:00,0.0,29.1,59
2024-12-02 11:45:00,0.0,28.9,58
2024-12-02 12:00:00,0.0,28.8,60
2024-12-02 12:15:00,0.0,28.6,60
2024-12-02 12:30:00,0.0,28.4,61
2024-12-02 12:45:00,0.0,28.2,61
2024-12-02 13:00:00,0.0,28.1,62
2024-12-02 13:15:00,0.0,27.9,64
2024-12-02 13:30:00,0.0,27.7,65
2024-12-02 13:45:00,0.0,27.6,66
2024-12-02 14:00:00,0.0,27.4,68
2024-12-02 14:15:00,0.0,27.2,68
2024-12-02 14:30:00,0.0,27.0,68
2024-12-02 14:45:00,0.0,26.8,70
2024-12-02 15:00:00,0.0,26.6,71
2024-12-02 15:15:00,0.0,26.4,71
2024-12-02 15:30:00,0.0,26.1,73
2024-12-02 15:45:00,0.0,25.6,75
2024-12-02 16:00:00,0.0,25.0,77
2024-12-02 16:15:00,0.0,24.8,79
2024-12-02 16:30:00,0.0,24.5,81
2024-12-02 16:45:00,0.0,24.4,81
2024-12-02 17:00:00,0.0,23.9,84
2024-12-02 17:15:00,0.0,24.2,82
2024-12-02 17:30:00,0.0,24.2,83
2024-12-02 17:45:00,0.0,24.1,84
2024-12-02 18:00:00,0.0,24.2,83
2024-12-02 18:15:00,0.0,24.4,83
2024-12-02 18:30:00,0.0,24.2,81
2024-12-02 19:00:00,0.0,24.2,81
2024-12-02 19:15:00,0.0,24.0,82
2024-12-02 19:30:00,0.0,24.2,81
2024-12-02 19:45:00,0.0,23.8,84
2024-12-02 20:00:00,0.0,23.8,82
2024-12-02 20:15:00,0.0,23.8,80
2024-12-02 20:30:00,0.0,23.9,78
2024-12-02 20:45:00,0.0,24.2,76
2024-12-02 21:00:00,0.0,24.2,77
2024-12-02 21:15:00,0.0,24.2,79
2024-12-02 21:30:00,0.0,24.2,74
2024-12-02 21:45:00,0.0,24.2,75
2024-12-02 22:00:00,0.0,23.8,79
2024-12-02 22:30:00,0.0,23.3,87
2024-12-02 22:45:00,0.0,23.1,73
2024-12-02 23:00:00,0.0,23.0,81
2024-12-02 23:15:00,0.0,23.2,78
2024-12-02 23:30:00,0.0,23.3,79
2024-12-02 23:45:00,0.0,23.5,88
2024-12-03 00:00:00,0.0,23.4,85
2024-12-03 00:15:00,0.0,23.1,90
2024-12-03 00:30:00,0.0,23.0,89
2024-12-03 00:45:00,0.0,22.8,79
2024-12-03 01:00:00,0.0,22.7,90
2024-12-03 01:15:00,0.0,22.8,92
2024-12-03 01:30:00,0.0,22.7,85
2024-12-03 01:45:00,0.0,22.7,86
2024-12-03 02:00:00,0.0,22.8,86
2024-12-03 02:15:00,0.0,23.3,86
2024-12-03 02:30:00,0.0,23.8,86
2024-12-03 03:00:00,0.0,24.6,83
2024-12-03 03:15:00,0.0,24.7,83
2024-12-03 03:30:00,0.0,25.0,83
2024-12-03 03:45:00,0.0,25.3,82
2024-12-03 04:00:00,0.0,25.6,81
2024-12-03 04:15:00,0.0,26.2,78
2024-12-03 04:30:00,0.0,26.5,79
2024-12-03 04:45:00,0.0,27.0,76
2024-12-03 05:00:00,0.0,27.5,75
2024-12-03 05:15:00,0.0,27.3,76
2024-12-03 05:30:00,0.0,27.2,77
2024-12-03 05:45:00,0.0,27.4,75
2024-12-03 06:00:00,0.0,28.3,73
2024-12-03 06:15:00,0.0,28.6,71
2024-12-03 06:30:00,0.0,29.1,69
2024-12-03 06:45:00,0.0,30.1,63
2024-12-03 07:00:00,0.0,29.9,65
2024-12-03 07:15:00,0.0,30.0,66
2024-12-03 07:30:00,0.0,31.7,59
2024-12-03 07:45:00,0.0,32.4,56
2024-12-03 08:00:00,0.0,31.0,61
2024-12-03 08:15:00,0.0,31.5,59
2024-12-03 08:30:00,0.0,31.3,59
2024-12-03 08:45:00,0.0,32.4,55
2024-12-03 09:00:00,0.0,31.7,58
2024-12-03 09:15:00,0.0,31.7,58
2024-12-03 09:30:00,0.0,30.8,61
2024-12-03 09:45:00,0.0,30.6,62
2024-12-03 10:00:00,0.0,30.9,61
2024-12-03 10:15:00,0.0,29.9,65
2024-12-03 10:30:00,0.0,29.6,67
2024-12-03 10:45:00,0.0,29.7,67
2024-12-03 11:00:00,0.0,29.8,66
2024-12-03 11:15:00,0.0,29.8,66
2024-12-03 11:30:00,0.0,29.7,67
2024-12-03 11:45:00,0.0,28.8,71
2024-12-03 12:00:00,0.0,28.4,72
2024-12-03 12:15:00,0.0,28.2,73
2024-12-03 12:30:00,0.0,27.8,75
2024-12-03 12:45:00,0.0,27.7,75
2024-12-03 13:00:00,0.0,27.8,74
2024-12-03 13:15:00,0.0,27.8,75
2024-12-03 13:30:00,0.0,27.5,77
2024-12-03 13:45:00,0.0,27.1,81
2024-12-03 14:00:00,0.0,26.8,82
2024-12-03 14:15:00,0.0,26.7,82
2024-12-03 14:30:00,0.0,26.7,82
2024-12-03 14:45:00,0.0,26.4,83
2024-12-03 15:00:00,0.0,25.9,85
2024-12-03 15:15:00,0.0,25.8,86
2024-12-03 15:30:00,0.0,25.8,86
2024-12-03 15:45:00,0.0,25.9,85
2024-12-03 16:00:00,0.0,25.9,85
2024-12-03 16:15:00,0.0,25.7,85
2024-12-03 16:30:00,0.0,25.5,86
2024-12-03 16:45:00,0.0,25.0,89
2024-12-03 17:00:00,0.0,24.9,90
2024-12-03 17:15:00,0.0,24.8,91
2024-12-03 17:30:00,0.0,24.7,91
2024-12-03 17:45:00,0.0,24.6,92
2024-12-03 18:00:00,0.0,24.5,93
2024-12-03 18:15:00,0.0,24.4,91
2024-12-03 18:30:00,0.0,24.2,93
2024-12-03 19:00:00,0.0,24.8,91
2024-12-03 19:15:00,0.0,24.9,91
2024-12-03 19:30:00,0.0,24.9,92
2024-12-03 19:45:00,0.0,25.0,91
2024-12-03 20:00:00,0.0,25.0,90
2024-12-03 20:15:00,0.0,25.0,90
2024-12-03 20:30:00,0.0,25.0,91
2024-12-03 20:45:00,0.0,25.0,89
2024-12-03 21:00:00,0.0,24.9,91
2024-12-03 21:15:00,0.0,24.9,89
2024-12-03 21:30:00,0.0,25.0,90
2024-12-03 21:45:00,0.0,25.0,92
2024-12-03 22:00:00,0.0,25.0,92
2024-12-03 22:15:00,0.0,24.9,89
2024-12-03 22:30:00,0.0,24.9,94
2024-12-03 22:45:00,0.0,24.9,87
2024-12-03 23:00:00,0.0,24.9,94
2024-12-03 23:15:00,0.0,24.8,86
2024-12-03 23:30:00,0.0,24.7,87
2024-12-03 23:45:00,0.0,24.7,96
2024-12-04 00:00:00,0.0,24.6,87
2024-12-04 00:15:00,0.0,24.5,89
2024-12-04 00:30:00,0.0,24.5,87
2024-12-04 00:45:00,0.0,24.5,84
2024-12-04 01:00:00,0.0,24.5,92
2024-12-04 01:15:00,0.0,24.6,93
2024-12-04 01:30:00,0.0,24.6,92
2024-12-04 01:45:00,0.0,24.6,95
2024-12-04 02:00:00,0.0,24.7,89
2024-12-04 02:15:00,0.0,25.0,89
2024-12-04 02:30:00,0.0,25.3,88
2024-12-04 02:45:00,0.0,25.7,85
2024-12-04 03:00:00,0.0,26.1,84
2024-12-04 03:30:00,0.0,26.9,79
2024-12-04 03:45:00,0.0,27.8,74
2024-12-04 04:00:00,0.0,28.1,75
2024-12-04 04:15:00,0.0,28.3,74
2024-12-04 04:30:00,0.0,28.4,72
2024-12-04 04:45:00,0.0,27.8,73
2024-12-04 05:00:00,0.0,29.4,68
2024-12-04 05:15:00,0.0,29.9,63
2024-12-04 05:30:00,0.0,30.2,63
2024-12-04 05:45:00,0.0,30.7,64
2024-12-04 06:00:00,0.0,30.8,63
2024-12-04 06:15:00,0.0,30.5,62
2024-12-04 06:30:00,0.0,30.2,63
2024-12-04 06:45:00,0.0,31.0,61
2024-12-04 07:00:00,0.0,30.0,65
2024-12-04 07:30:00,0.0,32.1,55
2024-12-04 07:45:00,0.0,31.7,57
2024-12-04 08:00:00,0.0,30.7,59
2024-12-04 08:15:00,0.0,31.6,56
2024-12-04 08:30:00,0.0,32.9,52
2024-12-04 08:45:00,0.0,33.7,51
2024-12-04 09:00:00,0.0,32.2,55
2024-12-04 09:15:00,0.0,33.3,51
2024-12-04 09:30:00,0.0,31.3,57
2024-12-04 09:45:00,0.0,31.2,57
2024-12-04 10:00:00,0.0,31.6,54
2024-12-04 10:15:00,0.0,31.5,57
2024-12-04 10:30:00,0.0,31.0,58
2024-12-04 10:45:00,0.0,31.6,56
2024-12-04 11:00:00,0.0,31.0,57
2024-12-04 11:15:00,0.0,31.0,58
2024-12-04 11:30:00,0.0,30.6,59
2024-12-04 11:45:00,0.0,30.4,59
2024-12-04 12:00:00,0.0,29.9,61
2024-12-04 12:15:00,0.0,29.5,63
2024-12-04 12:30:00,0.0,28.9,65
2024-12-04 12:45:00,0.0,28.3,69
2024-12-04 13:00:00,0.0,27.6,75
2024-12-04 13:15:00,0.0,26.5,83
2024-12-04 13:30:00,0.0,25.4,88
2024-12-04 13:45:00,0.0,24.8,90
2024-12-04 14:00:00,0.0,24.7,92
2024-12-04 14:15:00,0.0,24.2,94
2024-12-04 14:30:00,0.0,24.1,94
2024-12-04 14:45:00,0.0,24.2,94
2024-12-04 15:00:00,0.0,24.6,95
2024-12-04 15:15:00,0.0,24.6,95
2024-12-04 15:30:00,0.0,24.5,95
2024-12-04 15:45:00,0.0,24.2,95
2024-12-04 16:00:00,0.0,24.2,92
2024-12-04 16:15:00,0.0,24.2,91
2024-12-04 16:30:00,0.0,23.8,92
2024-12-04 16:45:00,0.0,23.3,95
2024-12-04 17:00:00,0.0,23.1,96
2024-12-04 17:15:00,0.0,22.7,98
2024-12-04 17:30:00,0.0,22.4,99
2024-12-04 17:45:00,0.0,22.3,99
2024-12-04 18:00:00,0.0,22.0,98
2024-12-04 18:15:00,0.0,22.0,99
2024-12-04 18:30:00,0.0,21.9,99
2024-12-04 19:00:00,0.0,21.6,99
2024-12-04 19:15:00,0.0,21.7,99
2024-12-04 19:30:00,0.0,21.7,99
2024-12-04 19:45:00,0.0,21.4,99
2024-12-04 20:00:00,0.0,21.2,99
2024-12-04 20:15:00,0.0,21.2,99
2024-12-04 20:30:00,0.0,21.1,99
2024-12-04 20:45:00,0.0,21.1,99
2024-12-04 21:00:00,0.0,20.9,99
2024-12-04 21:15:00,0.0,20.8,99
2024-12-04 21:30:00,0.0,20.6,99
2024-12-04 21:45:00,0.0,20.7,99
2024-12-04 22:00:00,0.0,20.7,99
2024-12-04 22:15:00,0.0,20.7,99
2024-12-04 22:30:00,0.0,21.0,99
2024-12-04 22:45:00,0.0,21.2,99
2024-12-04 23:00:00,0.0,21.2,99
2024-12-04 23:15:00,0.0,21.2,99
2024-12-04 23:30:00,0.0,21.2,99
2024-12-04 23:45:00,0.0,21.1,99
2024-12-05 00:00:00,0.0,21.0,99
2024-12-05 00:15:00,0.0,21.1,99
2024-12-05 00:30:00,0.0,21.6,99
2024-12-05 00:45:00,0.0,21.7,99
2024-12-05 01:00:00,0.0,21.9,99
2024-12-05 01:15:00,0.0,22.0,99
2024-12-05 01:30:00,0.0,22.0,99
2024-12-05 01:45:00,0.0,22.0,99
2024-12-05 02:00:00,0.0,22.0,99
2024-12-05 02:15:00,0.0,22.8,99
2024-12-05 02:30:00,0.0,23.7,99
2024-12-05 02:45:00,0.0,25.6,85
2024-12-05 03:00:00,0.0,26.7,77
2024-12-05 03:15:00,0.0,26.8,77
2024-12-05 03:30:00,0.0,27.5,75
2024-12-05 03:45:00,0.0,28.1,72
2024-12-05 04:00:00,0.0,27.8,72
2024-12-05 04:15:00,0.0,28.7,70
2024-12-05 04:30:00,0.0,29.2,69
2024-12-05 04:45:00,0.0,30.3,66
2024-12-05 05:00:00,0.0,30.5,61
2024-12-05 05:15:00,0.0,31.1,59
2024-12-05 05:30:00,0.0,30.7,60
2024-12-05 05:45:00,0.0,31.0,58
2024-12-05 06:00:00,0.0,31.3,59
2024-12-05 06:15:00,0.0,32.0,54
2024-12-05 06:30:00,0.0,32.5,52
2024-12-05 06:45:00,0.0,33.0,49
2024-12-05 07:00:00,0.0,32.9,51
2024-12-05 07:15:00,0.0,33.0,50
2024-12-05 07:30:00,0.0,34.6,41
2024-12-05 07:45:00,0.0,33.9,46
2024-12-05 08:00:00,0.0,32.4,50
2024-12-05 08:15:00,0.0,33.2,48
2024-12-05 08:30:00,0.0,34.1,42
2024-12-05 08:45:00,0.0,31.8,52
2024-12-05 09:00:00,0.0,34.0,44
2024-12-05 09:15:00,0.0,34.0,43
2024-12-05 09:30:00,0.0,34.6,41
2024-12-05 09:45:00,0.0,32.8,49
2024-12-05 10:15:00,0.0,32.9,44
2024-12-05 10:30:00,0.0,33.1,45
2024-12-05 10:45:00,0.0,33.3,43
2024-12-05 11:00:00,0.0,32.7,47
2024-12-05 11:15:00,0.0,32.1,47
2024-12-05 11:30:00,0.0,31.9,49
2024-12-05 11:45:00,0.0,31.3,50
2024-12-05 12:00:00,0.0,30.6,53
2024-12-05 12:15:00,0.0,30.0,58
2024-12-05 12:30:00,0.0,28.7,72
2024-12-05 12:45:00,0.0,27.2,80
2024-12-05 13:00:00,0.0,26.3,84
2024-12-05 13:15:00,0.0,25.7,87
2024-12-05 13:30:00,0.0,25.0,90
2024-12-05 13:45:00,0.0,24.6,88
2024-12-05 14:00:00,0.0,24.4,90
2024-12-05 14:15:00,0.0,24.2,92
2024-12-05 14:30:00,0.0,23.9,94
2024-12-05 14:45:00,0.0,23.6,96
2024-12-05 15:00:00,0.0,23.1,95
2024-12-05 15:15:00,0.0,23.2,94
2024-12-05 15:30:00,0.0,23.5,92
2024-12-05 15:45:00,0.0,23.5,92
2024-12-05 16:00:00,0.0,23.4,93
2024-12-05 16:15:00,0.0,23.4,95
2024-12-05 16:30:00,0.0,23.1,95
2024-12-05 16:45:00,0.0,23.4,94
2024-12-05 17:00:00,0.0,23.9,90
2024-12-05 17:15:00,0.0,23.8,93
2024-12-05 17:30:00,0.0,23.5,94
2024-12-05 17:45:00,0.0,23.3,94
2024-12-05 18:00:00,0.0,23.1,98
2024-12-05 18:15:00,0.0,22.9,99
2024-12-05 18:30:00,0.0,22.8,97
2024-12-05 19:00:00,0.0,22.3,99
2024-12-05 19:30:00,0.0,22.5,99
2024-12-05 19:45:00,0.0,23.1,88
2024-12-05 20:00:00,0.0,23.3,95
2024-12-05 20:15:00,0.0,23.0,97
2024-12-05 20:30:00,0.0,23.4,93
2024-12-05 20:45:00,0.0,23.3,99
2024-12-05 21:00:00,0.0,23.4,96
2024-12-05 21:15:00,0.0,23.1,99
2024-12-05 21:30:00,0.0,22.7,98
2024-12-05 21:45:00,0.0,23.0,93
2024-12-05 22:00:00,0.0,22.8,98
2024-12-05 22:15:00,0.0,22.8,98
2024-12-05 22:30:00,0.0,22.9,99
2024-12-05 22:45:00,0.0,22.8,98
2024-12-05 23:00:00,0.0,23.0,97
2024-12-05 23:15:00,0.0,23.0,99
2024-12-05 23:30:00,0.0,22.8,99
2024-12-05 23:45:00,0.0,22.9,99
2024-12-06 00:00:00,0.0,23.1,99
2024-12-06 00:15:00,0.0,23.1,99
2024-12-06 00:30:00,0.0,23.0,97
2024-12-06 00:45:00,0.0,22.7,99
2024-12-06 01:00:00,0.0,22.3,99
2024-12-06 01:15:00,0.0,22.2,99
2024-12-06 01:30:00,0.0,22.0,99
2024-12-06 01:45:00,0.0,22.3,99
2024-12-06 02:00:00,0.0,22.8,99
2024-12-06 02:15:00,0.0,23.1,99
2024-12-06 02:30:00,0.0,23.4,99
2024-12-06 02:45:00,0.0,23.5,99
2024-12-06 03:00:00,0.0,23.8,99
2024-12-06 03:15:00,0.0,24.5,99
2024-12-06 03:30:00,0.0,26.1,86
2024-12-06 03:45:00,0.0,27.2,80
2024-12-06 04:00:00,0.0,27.8,81
2024-12-06 04:15:00,0.0,29.0,74
2024-12-06 04:30:00,0.0,30.6,69
2024-12-06 04:45:00,0.0,30.2,68
2024-12-06 05:00:00,0.0,30.2,69
2024-12-06 05:15:00,0.0,30.4,66
2024-12-06 05:30:00,0.0,29.9,66
2024-12-06 05:45:00,0.0,30.2,71
2024-12-06 06:00:00,0.0,29.9,67
2024-12-06 06:15:00,0.0,29.8,69
2024-12-06 06:30:00,0.0,29.7,67
2024-12-06 06:45:00,0.0,30.4,63
2024-12-06 07:00:00,0.0,31.2,61
2024-12-06 07:15:00,0.0,31.9,60
2024-12-06 07:30:00,0.0,33.8,51
2024-12-06 07:45:00,0.0,35.8,45
2024-12-06 08:00:00,0.0,32.5,54
2024-12-06 08:15:00,0.0,32.6,50
2024-12-06 08:30:00,0.0,33.7,48
2024-12-06 08:45:00,0.0,33.1,51
2024-12-06 09:00:00,0.0,32.8,49
2024-12-06 09:15:00,0.0,32.1,53
2024-12-06 09:30:00,0.0,32.5,46
2024-12-06 09:45:00,0.0,32.7,47
2024-12-06 10:00:00,0.0,32.8,48
2024-12-06 10:15:00,0.0,32.4,50
2024-12-06 10:30:00,0.0,31.7,53
2024-12-06 10:45:00,0.0,30.3,58
2024-12-06 11:00:00,0.0,30.2,61
2024-12-06 11:15:00,0.0,30.1,61
2024-12-06 11:30:00,0.0,30.1,59
2024-12-06 11:45:00,0.0,29.8,62
2024-12-06 12:00:00,0.0,29.6,59
2024-12-06 12:15:00,0.0,29.5,59
2024-12-06 12:30:00,0.0,29.3,57
2024-12-06 12:45:00,0.0,28.8,60
2024-12-06 13:00:00,0.0,28.5,62
2024-12-06 13:15:00,0.0,28.1,62
2024-12-06 13:30:00,0.0,27.7,64
2024-12-06 13:45:00,0.0,27.0,67
2024-12-06 14:00:00,0.0,27.0,66
2024-12-06 14:15:00,0.0,26.9,68
2024-12-06 14:30:00,0.0,26.6,69
2024-12-06 14:45:00,0.0,26.5,73
2024-12-06 15:00:00,0.0,25.9,74
2024-12-06 15:15:00,0.0,25.8,75
2024-12-06 15:30:00,0.0,25.3,75
2024-12-06 15:45:00,0.0,25.0,79
2024-12-06 16:00:00,0.0,24.7,80
2024-12-06 16:15:00,0.0,24.8,83
2024-12-06 16:30:00,0.0,24.7,87
2024-12-06 16:45:00,0.0,24.6,88
2024-12-06 17:00:00,0.0,24.4,85
2024-12-06 17:15:00,0.0,24.1,89
2024-12-06 17:30:00,0.0,23.7,90
2024-12-06 17:45:00,0.0,23.6,89
2024-12-06 18:00:00,0.0,23.4,94
2024-12-06 18:15:00,0.0,23.1,96
2024-12-06 18:30:00,0.0,22.9,95
2024-12-06 19:00:00,0.0,22.5,99
2024-12-06 19:30:00,0.0,22.0,99
2024-12-06 19:45:00,0.0,21.8,99
2024-12-06 20:00:00,0.0,21.5,99
2024-12-06 20:15:00,0.0,21.4,99
2024-12-06 20:30:00,0.0,21.1,99
2024-12-06 20:45:00,0.0,20.9,99
2024-12-06 21:00:00,0.0,20.7,99
2024-12-06 21:15:00,0.0,20.5,99
2024-12-06 21:30:00,0.0,20.3,99
2024-12-06 21:45:00,0.0,20.3,99
2024-12-06 22:00:00,0.0,20.0,99
2024-12-06 22:15:00,0.0,19.9,99
2024-12-06 22:30:00,0.0,19.7,99
2024-12-06 22:45:00,0.0,19.5,99
2024-12-06 23:00:00,0.0,19.5,99
2024-12-06 23:15:00,0.0,19.4,99
2024-12-06 23:30:00,0.0,19.2,99
2024-12-06 23:45:00,0.0,19.2,99
2024-12-07 00:00:00,0.0,19.0,99
2024-12-07 00:15:00,0.0,19.0,99
2024-12-07 00:30:00,0.0,18.9,99
2024-12-07 00:45:00,0.0,19.0,99
2024-12-07 01:00:00,0.0,18.7,99
2024-12-07 01:15:00,0.0,18.4,99
2024-12-07 01:30:00,0.0,18.6,99
2024-12-07 01:45:00,0.0,18.6,99
2024-12-07 02:00:00,0.0,18.9,99
2024-12-07 02:15:00,0.0,20.1,99
2024-12-07 02:30:00,0.0,21.2,99
2024-12-07 02:45:00,0.0,22.5,99
2024-12-07 03:00:00,0.0,25.3,99
2024-12-07 03:15:00,0.0,26.4,79
2024-12-07 03:45:00,0.0,29.8,60
2024-12-07 04:00:00,0.0,30.6,54
2024-12-07 04:15:00,0.0,31.1,52
2024-12-07 04:30:00,0.0,30.0,49
2024-12-07 04:45:00,0.0,31.4,40
2024-12-07 05:00:00,0.0,31.4,43
2024-12-07 05:15:00,0.0,31.6,39
2024-12-07 05:30:00,0.0,32.4,35
2024-12-07 05:45:00,0.0,32.4,39
2024-12-07 06:00:00,0.0,33.4,36
2024-12-07 06:15:00,0.0,32.4,37
2024-12-07 06:30:00,0.0,31.8,41
2024-12-07 06:45:00,0.0,32.7,39
2024-12-07 07:00:00,0.0,32.7,38
2024-12-07 07:15:00,0.0,33.2,34
2024-12-07 07:30:00,0.0,33.4,32
2024-12-07 08:00:00,0.0,32.9,35
2024-12-07 08:30:00,0.0,35.7,29
2024-12-07 08:45:00,0.0,33.6,34
2024-12-07 09:00:00,0.0,34.2,30
2024-12-07 09:15:00,0.0,34.2,31
2024-12-07 09:30:00,0.0,32.9,36
2024-12-07 09:45:00,0.0,34.5,29
2024-12-07 10:00:00,0.0,33.3,36
2024-12-07 10:15:00,0.0,32.3,37
2024-12-07 10:30:00,0.0,32.6,36
2024-12-07 10:45:00,0.0,32.6,39
2024-12-07 11:00:00,0.0,31.2,41
2024-12-07 11:15:00,0.0,31.0,42
2024-12-07 11:30:00,0.0,30.4,42
2024-12-07 11:45:00,0.0,29.7,44
2024-12-07 12:15:00,0.0,28.3,48
